,text,S/NS,O/NO,Y/N,display_text_width,is_quote,favorite_count,retweet_count,hashtags,media_type,mentions_screen_name,description,followers_count,friends_count,listed_count,statuses_count,favourites_count,verified
714,@realDonaldTrump President Trump I went to Lansing today to fight for our freedom because they're putting us on lockdown it's different everywhere else.. my husband is a truck driver . And most people don't like him. the IRS mailed me today saying that we,NS,NO,Y,268,False,0,0,,,realDonaldTrump,Just a country girl that loves racing being outdoors and working on cars. Southern syle,16,146,0,413,987,False
715,We just got back from Lansing we get pulled over now when we go pick up a load there's never been no toilet paper this was all planned ahead there's not been sanitizer for a long time cuz my old man is very paranoid a poor truck driver don't get the shower everyday,NS,NO,Y,265,False,0,0,,,,Just a country girl that loves racing being outdoors and working on cars. Southern syle,16,146,0,413,987,False
716,@mitchellvii Yes teaching people to swim is exactly like the Lansing protesters breathing all over each other and some carrying guns. They are drowning in stupid like you.,S,O,N,158,False,1,0,,,mitchellvii,The Truth Has No Agenda. Truth and country over party. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> I left the Democrats in 2007 and the GOP in 2018.,486,1054,0,16097,8801,False
717,@KrissyCross_ Lansing is where ghetto and hick merge,S,O,N,38,False,0,0,,,KrissyCross_,MSU â22,358,546,0,1648,4610,False
718,@lpohutsky19 @Schenck Very best wishes to everyone in Lansing.,S,NO,N,40,False,0,0,,,lpohutsky19 Schenck,News junkie & local columnist. Happily married. 3 cats. RT not equal to endorsement.,2124,4999,46,130916,234369,False
719,"If youâre at a church in Michigan this Sunday and the pastor doesnât denounce the clowns marching around Lansing today-

...what on earth do you think youâre doing at church right now, stay the fuck at home",S,O,N,206,False,2,0,,,,A wisp of vapor on a mote of dust suspended in a sunbeam. I make software to help protect The Interwubs. I rock out with @thelowercasemi.,71,415,2,2126,767,False
720,Lansing Michigan today https://t.co/Kt3p0xhE8K,NS,NO,Y,22,False,1,0,,photo,,"Iâm a sometime photographer, painter, and wine maker. 100% Michigan blueberry wine. And I have four dogs. #dogslife#artist#photographer#blueberrywine",4,63,0,224,271,False
721,This is a very fair reporting of the events in Lansing Michigan today. Peaceful and frustrated.  https://t.co/JWABfQFrgc,NS,NO,Y,120,False,0,0,,,,"Iâm a sometime photographer, painter, and wine maker. 100% Michigan blueberry wine. And I have four dogs. #dogslife#artist#photographer#blueberrywine",4,63,0,224,271,False
722,"Gridlock LANSING, MI. Trump 2020 https://t.co/0cSYI5LFyF",NS,NO,Y,32,False,6,3,,photo,,"Iâm a sometime photographer, painter, and wine maker. 100% Michigan blueberry wine. And I have four dogs. #dogslife#artist#photographer#blueberrywine",4,63,0,224,271,False
723,Lansing Michigan GRIDLOCK protest https://t.co/IkS4w51u5f,NS,NO,Y,33,False,50,31,,photo,,"Iâm a sometime photographer, painter, and wine maker. 100% Michigan blueberry wine. And I have four dogs. #dogslife#artist#photographer#blueberrywine",4,63,0,224,271,False
724,@Lansing_B Unsung heroes tho honestly,NS,NO,Y,26,False,1,0,,,Lansing_B,,193,177,0,699,5225,False
725,MAGA hard at work today in Lansing MI https://t.co/jyw3pj7VgA,S,NO,N,37,False,0,0,,photo,,Chemical Engineer / Economist. The opinions are my own. I follow back. #Resistance. Walked away from Republican Party. MAGAt blocker.,15469,16045,9,9138,83281,False
726,Let me remind you this is in Lansing. Can't fix stupid people. https://t.co/cyCIaVOH3j,S,O,N,62,True,0,0,,,,Michigan Wolverines fan. God Bless America. Currently have almost 20 years of military service.,222,612,5,10928,10953,False
727,"@J_D_Landis @nypost Living just outside of Lansing, this is powerfully frustrating and embarrassing.",NS,NO,N,80,False,0,0,,,J_D_Landis nypost,,200,344,2,577,1885,False
728,"This thread provides great comic relief to the pickup driving, confederate flag waving (say what? Itâs Michigan) machine-gun toting homies in Lansing today. Thanks Rex! @RexHuppke Aspiration of the anti-fan to be a #FloridaMan https://t.co/rHJcv7Tp25",S,O,N,226,True,0,0,FloridaMan,,RexHuppke,"Trends, Seeing Systems, Change Leadership, #TeamWarren, Exec-Leader Coach, Performance, SoMedia, Passion, Argentina, Music, Art Also @RevelnConsults",1313,1369,237,26676,25928,False
729,"I watched the vid interviews of the guys in Lansing in pickup trucks, toting around machine guns. Did they shoot Deliverance in Michigan when I wasnât watching? #Republicans #MichiganProtest #COVID19US #Michigan https://t.co/R5ByG3rpKp",S,NO,N,211,False,0,1,Republicans MichiganProtest COVID19US Michigan,photo,,"Trends, Seeing Systems, Change Leadership, #TeamWarren, Exec-Leader Coach, Performance, SoMedia, Passion, Argentina, Music, Art Also @RevelnConsults",1313,1369,237,26676,25928,False
730,"@Fiskadoro74 @Greeny573 Wow, I didn't hear about that and I'm not far away---East Lansing now.

Vile humans",NS,NO,N,83,False,0,0,,,Fiskadoro74 Greeny573,Every single person needs to get one other person to vote. Give a ride to polls. Massive turnout in 2020.,1061,1097,2,9759,14718,False
731,"Itâs sad to see the the intolerance and impatience exhibited by people soo consumed in selfishness to even recognize the larger picture. 

Lansing Confederate #OperationGridlock #OPENAMERICANOW #WednesdayThoughts",S,NO,N,212,False,1,0,OperationGridlock OPENAMERICANOW WednesdayThoughts,,,Just 1 voice out of 7.5 Billion people who reside on this blue marble.,526,83,23,12517,8977,False
732,"Operation Gridlock was nothing more than a racist, selfish jamboree! Just because you might not be susceptible to dying from the virus doesnât mean that others are as lucky. Have some empathy and perspective assholes!!!

#michiganshutdown Lansing Confederate",S,O,N,258,False,1,0,michiganshutdown,,,Just 1 voice out of 7.5 Billion people who reside on this blue marble.,526,83,23,12517,8977,False
733,"I can appreciate the sentiment of protesting...

Anytime you protest coupled with Confederate flags...youâve lost ALL credibility! 

You Trumpers are low information, dregs on society voters!!<f0><U+009F><U+0096><U+0095><f0><U+009F><U+008F><U+00BD><f0><U+009F><U+0096><U+0095><f0><U+009F><U+008F><U+00BD><f0><U+009F><U+0096><U+0095><f0><U+009F><U+008F><U+00BD><f0><U+009F><U+0096><U+0095><f0><U+009F><U+008F><U+00BD>

#OperationGridlock Lansing",S,NO,Y,228,False,2,1,OperationGridlock,,,Just 1 voice out of 7.5 Billion people who reside on this blue marble.,526,83,23,12517,8977,False
734,@SethCotlar The Lansing protest was well worth it in order to get that pun.,S,NO,N,63,False,1,0,,,SethCotlar,"paperhanger; scholar; catholic by training, middle-platonist by choice; impeach and should-have-been-removed.",134,435,1,1206,969,False
735,Protests. Chaos. I LOVE IT! <f0><U+009F><U+00A4><U+00A3><f0><U+009F><U+00A4><U+00A3><f0><U+009F><U+00A4><U+00A3> https://t.co/UDQoJ9LadX,NS,NO,Y,55,False,0,0,,,,Activist. Atheist. Goofball. Philosopher. Rebel.,271,472,4,25622,42925,False
736,"@TuckerCarlson  talks about the tyrant sitting her big ass in Lansing laughing about us Michiganders.
Get back in your cave @GovWhitmer https://t.co/JAc6FaNKSO",S,O,Y,135,False,0,0,,photo,TuckerCarlson GovWhitmer,"Father, Outdoorsman, Businessman, Conservative, survivalist, off grid specialist, no Drink, No smoke, minimal pollution of the body.
#MAGA",214,300,1,1087,1239,False
737,"I have absolutely hated this subhuman piece of garbage @GovWhitmer since she slimed her way into Lansing.
She isn't prepared for the category of storm that is coming her way.
She is trying to violate every constitutional right that we have.
#MAGA https://t.co/wtctG2TQSQ",S,O,Y,246,False,0,0,MAGA,photo,GovWhitmer,"Father, Outdoorsman, Businessman, Conservative, survivalist, off grid specialist, no Drink, No smoke, minimal pollution of the body.
#MAGA",214,300,1,1087,1239,False
738,i genuinely hope each and everyone of you protestors in lansing get corona you absolute fucking morons,S,O,N,102,False,11,0,,,,alive (he/him),214,353,0,760,9195,False
739,"Were there any conservative news outlets covering the protest in Lansing? I mean reporters on the ground interviewing protesters? 
@OANN 
@FoxNews",NS,NO,Y,146,False,0,0,,,OANN FoxNews,"Conservative, Christian, Wife, Mother, Grandmother, Patriot, and everything MAGA",191,522,0,3358,36888,False
740,"@nevaehOi4k Weâre not claiming the dumb shits who protested in Lansing without 6 foot space, no masks, and blocking traffic...including EMS and hospitals.  Thanks to them, MI will be locked down until winter <f0><U+009F><U+0098><U+0092>",S,O,N,197,False,1,0,,,nevaehOi4k,,655,535,0,3132,57910,False
741,"This is the epitome of privilege and entitlement. Staying inside during a pandemic is too much for their fragile feelings. It's not impinging on your ""rights"" for us to enforce a social contract that makes you be less of an asshole!!

https://t.co/7G5D1Cbutz",S,O,N,258,False,0,0,,,,"Singer, LGBT, Politics junky, Animal rights, Choice, Gun control, Native American, #EPluribusUnum #TheResistance",1460,1974,2,4929,45052,False
742,"What happened in Lansing, Michigan today should strike fear in the heart of every American.",NS,NO,N,91,False,3,0,,,,California architect working hard to design and advocate for greener & more walkable cities. Third generation California Mestizo. Board Member at @LowerPolk.,1465,888,131,4780,90,False
743,"@BdRlaz @freep How many went to Lansing,that be your answer.lololol",S,NO,N,52,False,0,0,,,BdRlaz freep,"Politics = lying parasites... tell it like it is..humor,heart,empathy will get ya by.. conspiracy is usually truth",22,11,0,2287,843,False
744,"@DrewMikePodcast The next Lansing protest is lined up for April 30th. It will dwarf today's event. Today had short planning time, cold weather and snow. The April 30th event may be 3X as large! God bless America and long live the republic!",NS,NO,Y,222,False,1,0,,,DrewMikePodcast,Tried growing up once; it didn't work out.,11,24,0,270,1768,False
745,@DavidCayJ @BrightonBelieve I am just sickened by the protest in Lansing today. They put peoples lives in danger with selfish act....,NS,NO,N,105,False,1,0,,,DavidCayJ BrightonBelieve,"Rusty is an artist working in a number of media, including oil, acrylic, watercolor paints.",333,659,1,10000,23324,False
746,"@Ebonyteach Ebony, I donât even know any more. Did you hear about the folks who blocked the ambulance entrance at Sparrow Hospital in Lansing? I guess they want us all to die.",S,NO,N,163,False,4,1,,,Ebonyteach,,406,1018,4,738,2972,False
747,at the lansing gridlock. never be on the same side as the proud boys. https://t.co/Qav305Gq5c,NS,O,N,69,True,0,0,,,,"higher ed academic support and retention leader, conversationalist, aesthete, queer, progressive. ars longa, vita brevis. she/her/hers. opinions are my own.",381,712,7,7624,73576,False
748,"that be convincing enough? The gov of S. Dakota is a walking abomination in office. Protests are happening in Lansing, MI, Pennsylvania, and Frankfort, KY. They should be protesting our ever decreasing rates of testing.  Trump's ""Great Economic Revival Industry Groups"" boasts",S,NO,N,276,False,0,0,,,,"Jason's Mom, grandma of Emma and Rylan, Revolutionary Social Democrat, Buddhist; fan of Bertrand Russell, dark chocolate, and my dog Omar; MEd, cancer survivor",56,202,1,453,80,False
749,Should have seen the circus in Lansing Michigan...a real spectacle of morons. https://t.co/YhAw0b6KEq,S,O,N,77,True,0,0,,,,"Just a great Midwestern woman, love to live, travel, and see what the world has in store.",36,92,0,580,2108,False
750,"I did not realize the dipshit protesters drove from Howell to Lansing. The Confederate flag, Proud Boys, and racist signs make a lot more sense now. Probably a couple of white hoods hidden in these cars too. https://t.co/bwCoXg8iWV",S,O,N,207,True,96,23,,,,"Letter Contributor to Guardians of the Galaxy (Vol. 1) #48 | Owner of a sink from the Pontiac Silverdome. | Once said, ""Hi Ted!"" to Ted Danson at LAX",219,684,11,7889,2064,False
751,"To all the people that thought it was a good idea to travel to Lansing, MI, congregate in a huge group, and then go back to your county, shame on you.",S,NO,N,150,False,0,0,,,,Ooh La.,182,165,0,5186,2868,False
752,"To all the assholes who paraded around Lansing today, look at this face.  LOOK AT HIM.  This is why we stay home.  What if he were your son, grandson, nephew?  #StayHomeSaveLives https://t.co/WwkhKhgirt",S,O,N,202,False,0,0,StayHomeSaveLives,,,"Wife, mother, hater of all things tRump. #resist. Notre Dame Fan #SaveTheGreatLakes No dmâs",528,715,2,1941,3276,False
753,"Gov Gretchen wHITLER in Lansing, Mi today<f0><U+009F><U+00A4><U+00A3>.  #OperationGridlock #OPENAMERICANOW #halfwhit #MichiganOperationGridlock https://t.co/0L2jnGqv2N",NS,O,Y,116,False,16,7,OperationGridlock OPENAMERICANOW halfwhit MichiganOperationGridlock,photo,,Secret Weapons Boutique specializes in Ladies Concealment Wear and Defense Accessories. We travel to Gun Shows and events in the Detroit area.,1961,2600,5,239,3517,False
754,@sbell021 When was the last time there was a protest/demonstration in Lansing and not one couch was burned? https://t.co/5Yho6XPihC,S,NO,Y,107,False,0,0,,photo,sbell021,"husband, dad, grandpa, pastor, outreach minister,
M fan, referee, umpire,
Sherlockian, pipe collector",177,362,2,2757,12624,False
755,@briantylercohen @MI_Republicans Lansing has only one hospital?,NS,NO,N,30,False,0,0,,,briantylercohen MI_Republicans,"Nothing escapes the sight of light.   What the world gives you is aesthetic.
What you give the world is the ethic.
Justice keeps the pages in order.",900,299,3,11412,76056,False
756,"Yes, thereâs a lot of ignorance fueling this Gooberfest, but on the bright side, at least theyâre not bombing federal buildings. https://t.co/Hl11GFIE0p",S,O,N,152,False,2,0,,,,Recently retired from Detroit Free Press Husband of Kathy; Father of Ross and Ben; Servant to Chance and Cookie,954,614,58,35163,11089,False
757,"Cc: Every God damn Goober who showed up with their effing Trump Confederate flags in Lansing, Mich today. https://t.co/4BLMrCo9dT",S,O,N,105,True,1,0,,,,Recently retired from Detroit Free Press Husband of Kathy; Father of Ross and Ben; Servant to Chance and Cookie,954,614,58,35163,11089,False
758,"@IngrahamAngle All three of my children were born in Lansing, Michigan!  At Sparrow Hospital...not far from the Capitol Building!",NS,NO,N,114,False,1,0,,,IngrahamAngle,BC Survivor,9,7,0,208,601,False
759,LOUDER FOR THE PEOPLE IN LANSING PLEASE https://t.co/6xcs5SqIv5,NS,NO,Y,39,True,1,0,,,,GVSU 21 | ComebackSZN,459,664,6,21816,29162,False
